IMG_4812.jpg, 45.5234515, -122.6762071
IMG_4762.jpg, 45.4981757, -122.4314796
IMG_4750.jpg, 45.4870620, -122.8037102
IMG_2036.jpg, 45.4312294, -122.9240234
IMG_2002.jpg, 45.4255749, -122.5092343
IMG_1966.jpg, 45.4206766, -122.5423433
IMG_1932.jpg, 45.4201900, -122.6098234
IMG_1931.jpg, 45.4208090, -122.4234233
IMG_1876.jpg, 45.4943343, -122.9234233
IMG_1859.jpg, 45.5324343, -122.5232433
IMG_2145.jpg, 45.5153234, -122.4534544
IMG_2073.jpg, 45.4553454, -122.3354444
IMG_2273.jpg, 45.4923523, -122.5364445
IMG_2223.jpg, 45.4109809, -122.6609800
IMG_2213.jpg, 45.4400980, -122.8453444
IMG_2163.jpg, 45.4353454, -122.3454445
